,brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
1446,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2014.0,Petrol,1197.0,32015.0,1st owner,419000,9329.0,True,No,KA51,2014 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
1449,MG,HECTOR SHARP HYBRID 1.5 PETROL,Manual,2020.0,Petrol,1451.0,25226.0,1st owner,1439000,27390.0,True,No,KA05,2020 MG HECTOR SHARP HYBRID 1.5 PETROL
1450,Honda,Jazz 1.2L I-VTEC VX,Manual,2018.0,Petrol,1199.0,24835.0,2nd owner,607000,11859.0,True,No,KA53,2018 Honda Jazz 1.2L I-VTEC VX
1451,Honda,Jazz 1.2L I-VTEC VX,Manual,2016.0,Petrol,1199.0,38364.0,2nd owner,529000,10345.0,True,No,KA53,2016 Honda Jazz 1.2L I-VTEC VX
1452,Nissan,MAGNITE XV PREMIUM TURBO CVT,Automatic,2022.0,Petrol,999.0,15680.0,1st owner,938000,17854.0,True,No,KA05,2022 Nissan MAGNITE XV PREMIUM TURBO CVT
1453,MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019.0,Petrol,1451.0,29265.0,1st owner,1467000,27923.0,True,No,KA04,2019 MG HECTOR SHARP 1.5 DCT PETROL
1454,Maruti,Wagon R 1.0 VXI,Manual,2013.0,Petrol,998.0,90273.0,1st owner,320000,8434.0,True,No,KA05,2013 Maruti Wagon R 1.0 VXI
1455,Maruti,Alto K10 VXI,Manual,2022.0,Petrol,998.0,15445.0,1st owner,463000,9058.0,True,No,KA01,2022 Maruti Alto K10 VXI
1456,MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019.0,Petrol,1451.0,63876.0,1st owner,1395000,26553.0,True,Yes,KA04,2019 MG HECTOR SHARP 1.5 DCT PETROL
1457,Tata,PUNCH CREATIVE  AMT,Automatic,2022.0,Petrol,1199.0,20082.0,1st owner,818000,15569.0,True,No,KA03,2022 Tata PUNCH CREATIVE  AMT
1458,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021.0,Petrol,1197.0,42378.0,1st owner,801000,15246.0,True,No,KA50,2021 Maruti Baleno ZETA CVT PETROL 1.2
1459,Honda,City 1.5L I-VTEC V MT,Manual,2017.0,Petrol,1497.0,60748.0,2nd owner,752000,14702.0,True,No,KA03,2017 Honda City 1.5L I-VTEC V MT
1460,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Manual,2020.0,Petrol,1197.0,44412.0,1st owner,592000,11583.0,True,No,KA02,2020 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT
1461,Maruti,Baleno DELTA PETROL 1.2,Manual,2016.0,Petrol,1197.0,96098.0,1st owner,549000,10735.0,True,No,KA03,2016 Maruti Baleno DELTA PETROL 1.2
1462,Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2016.0,Diesel,1498.0,86925.0,2nd owner,632000,12365.0,True,No,KA04,2016 Ford Ecosport TITANIUM 1.5L DIESEL
1463,Maruti,Alto K10 VXI (O) AMT,Automatic,2018.0,Petrol,998.0,30370.0,2nd owner,403000,7879.0,True,No,KA03,2018 Maruti Alto K10 VXI (O) AMT
1464,Renault,Duster RXS CVT,Automatic,2017.0,Petrol,1498.0,27930.0,1st owner,689000,13466.0,True,No,KA03,2017 Renault Duster RXS CVT
1465,Maruti,Celerio VXI AMT,Automatic,2014.0,Petrol,998.0,51839.0,2nd owner,381000,8481.0,True,No,KA05,2014 Maruti Celerio VXI AMT
1466,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2014.0,Petrol,1197.0,86355.0,1st owner,393000,8742.0,True,No,KA05,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
1467,Maruti,Ertiga ZXI+ SHVS,Manual,2023.0,Petrol,1462.0,22505.0,1st owner,1190000,22651.0,True,Yes,KA03,2023 Maruti Ertiga ZXI+ SHVS
1468,KIA,SELTOS HTK 1.5 DIESEL,Manual,2020.0,Diesel,1493.0,58156.0,2nd owner,1044000,19872.0,True,Yes,KA53,2020 KIA SELTOS HTK 1.5 DIESEL
1469,Skoda,Rapid AMBITION 1.6 MPI MT PLUS,Manual,2013.0,Petrol,1598.0,85375.0,1st owner,380000,10014.0,True,No,KA01,2013 Skoda Rapid AMBITION 1.6 MPI MT PLUS
1470,Tata,NEXON XZ PLUS PETROL DUAL TONE,Manual,2018.0,Petrol,1198.0,71477.0,1st owner,816000,15530.0,True,Yes,KA03,2018 Tata NEXON XZ PLUS PETROL DUAL TONE
1471,Maruti,Alto 800 LXI,Manual,2014.0,Petrol,796.0,32335.0,2nd owner,261000,5808.0,True,Yes,KA03,2014 Maruti Alto 800 LXI
1472,Maruti,Baleno ZETA PETROL 1.2,Manual,2017.0,Petrol,1197.0,43222.0,1st owner,628000,12277.0,True,No,KA03,2017 Maruti Baleno ZETA PETROL 1.2
1473,Mahindra,XUV500 W11 AT,Automatic,2019.0,Diesel,2179.0,68709.0,1st owner,1573000,29941.0,True,Yes,KA02,2019 Mahindra XUV500 W11 AT
1474,Maruti,Alto K10 VXI,Manual,2017.0,Petrol,998.0,67698.0,2nd owner,340000,6641.0,True,No,KA04,2017 Maruti Alto K10 VXI
1475,Ford,Ecosport AMBIENTE 1.5L DIESEL,Manual,2013.0,Diesel,1498.0,72053.0,1st owner,409000,13585.0,True,Yes,KA09,2013 Ford Ecosport AMBIENTE 1.5L DIESEL
1476,KIA,SELTOS HTX 1.5 CVT PETROL,Automatic,2021.0,Petrol,1497.0,44608.0,1st owner,1441000,27435.0,True,No,KA04,2021 KIA SELTOS HTX 1.5 CVT PETROL
1477,Maruti,XL6 ZETA MT,Manual,2021.0,Petrol,1462.0,22493.0,1st owner,990000,18844.0,True,No,KA02,2021 Maruti XL6 ZETA MT
1478,Tata,ALTROZ XZ PETROL,Manual,2021.0,Petrol,1199.0,28837.0,1st owner,767000,15002.0,True,No,KA01,2021 Tata ALTROZ XZ PETROL
1479,Honda,Jazz 1.2L I-VTEC VX CVT,Automatic,2019.0,Petrol,1199.0,59917.0,1st owner,684000,13366.0,True,No,KA01,2019 Honda Jazz 1.2L I-VTEC VX CVT
1481,Maruti,Celerio VXI AMT (O),Automatic,2017.0,Petrol,998.0,74922.0,1st owner,474000,9266.0,True,No,KA04,2017 Maruti Celerio VXI AMT (O)
1482,Maruti,Baleno ALPHA PETROL 1.2,Manual,2018.0,Petrol,1197.0,55108.0,1st owner,693000,13548.0,True,No,KA05,2018 Maruti Baleno ALPHA PETROL 1.2
1483,Mahindra,XUV700 MX P MT 5 STR,Manual,2022.0,Petrol,1997.0,7783.0,1st owner,1400000,26648.0,True,Yes,KA03,2022 Mahindra XUV700 MX P MT 5 STR
1484,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2019.0,Petrol,1197.0,44304.0,1st owner,629000,12302.0,True,No,KA05,2019 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
1485,Maruti,Celerio VXI AMT,Automatic,2014.0,Petrol,998.0,36353.0,2nd owner,372000,8265.0,True,No,KA51,2014 Maruti Celerio VXI AMT
1486,Mahindra,XUV700 AX 7 P MT 7 STR,Manual,2022.0,Petrol,1997.0,16062.0,1st owner,2005000,38163.0,True,Yes,KA02,2022 Mahindra XUV700 AX 7 P MT 7 STR
1488,Renault,Kwid RXT 0.8,Manual,2020.0,Petrol,799.0,22414.0,1st owner,426000,8327.0,True,No,KA05,2020 Renault Kwid RXT 0.8
1489,Ford,Ecosport TITANIUM+ 1.5L DIESEL,Manual,2016.0,Diesel,1498.0,88563.0,2nd owner,684000,13377.0,True,Yes,KA03,2016 Ford Ecosport TITANIUM+ 1.5L DIESEL
1490,Maruti,Alto K10 VXI,Manual,2015.0,Petrol,998.0,48733.0,1st owner,336000,6571.0,True,No,KA53,2015 Maruti Alto K10 VXI
1491,Volkswagen,Vento HIGHLINE PETROL AT,Automatic,2014.0,Petrol,1197.0,73196.0,1st owner,543000,12075.0,True,No,KA04,2014 Volkswagen Vento HIGHLINE PETROL AT
1492,MG,HECTOR SHARP HYBRID 1.5 PETROL,Manual,2020.0,Petrol,1451.0,38996.0,1st owner,1430000,27219.0,True,No,KA51,2020 MG HECTOR SHARP HYBRID 1.5 PETROL
1493,Hyundai,Elite i20 SPORTZ PLUS  1.2 CVT,Automatic,2019.0,Petrol,1197.0,36673.0,1st owner,751000,14684.0,True,No,KA05,2019 Hyundai Elite i20 SPORTZ PLUS  1.2 CVT
1494,Mahindra,XUV500 W10,Manual,2017.0,Diesel,2179.0,64080.0,2nd owner,1169000,22251.0,True,Yes,KA01,2017 Mahindra XUV500 W10
1496,Hyundai,Eon MAGNA +,Manual,2015.0,Petrol,814.0,46268.0,1st owner,308000,6013.0,True,No,KA03,2015 Hyundai Eon MAGNA +
1497,KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2021.0,Petrol,1497.0,21215.0,1st owner,1186000,22574.0,True,Yes,KA01,2021 KIA SELTOS HTK PLUS 1.5 IMT
1498,Tata,NEXON XMA PETROL,Automatic,2023.0,Petrol,1199.0,7630.0,1st owner,969000,18437.0,True,No,KA53,2023 Tata NEXON XMA PETROL
1499,Hyundai,Elite i20 ASTA 1.2,Manual,2017.0,Petrol,1197.0,42284.0,2nd owner,649000,12684.0,True,No,KA51,2017 Hyundai Elite i20 ASTA 1.2
1500,Datsun,Go Plus A EPS,Manual,2017.0,Petrol,1198.0,44741.0,1st owner,319000,6237.0,True,No,KA53,2017 Datsun Go Plus A EPS
1501,MG,HECTOR SHARP 1.5 PETROL CVT,Automatic,2021.0,Petrol,1451.0,25091.0,1st owner,1616000,30759.0,True,Yes,KA01,2021 MG HECTOR SHARP 1.5 PETROL CVT
1502,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,2015.0,Petrol,1197.0,72101.0,1st owner,481000,9404.0,True,No,KA04,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT
1503,Maruti,Alto K10 VXI,Manual,2015.0,Petrol,998.0,83697.0,2nd owner,301000,5891.0,True,No,KA50,2015 Maruti Alto K10 VXI
1505,Honda,City 1.5L I-VTEC SV CVT,Automatic,2015.0,Petrol,1497.0,64747.0,1st owner,630000,12308.0,True,No,KA03,2015 Honda City 1.5L I-VTEC SV CVT
1506,Maruti,Ciaz S 1.5 MT PETROL,Manual,2022.0,Petrol,1462.0,23745.0,1st owner,1067000,20309.0,True,No,KA05,2022 Maruti Ciaz S 1.5 MT PETROL
1507,Ford,Ecosport TITANIUM + 1.5L PETROL AT,Automatic,2018.0,Petrol,1497.0,60153.0,2nd owner,795000,15542.0,True,No,KA51,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT
1508,Maruti,Swift Dzire VXI,Manual,2014.0,Petrol,1197.0,73069.0,2nd owner,443000,9854.0,True,No,KA41,2014 Maruti Swift Dzire VXI
1509,Hyundai,Verna FLUIDIC 4S 1.6 VTVT S,Manual,2016.0,Petrol,1591.0,54544.0,2nd owner,653000,12774.0,True,No,KA04,2016 Hyundai Verna FLUIDIC 4S 1.6 VTVT S
1510,Maruti,Alto K10 VXI,Manual,2015.0,Petrol,998.0,63080.0,1st owner,319000,6233.0,True,No,KA51,2015 Maruti Alto K10 VXI
1511,Hyundai,NEW I20 ASTA 1.2 MT,Manual,2022.0,Petrol,1197.0,4960.0,1st owner,878000,16708.0,True,No,KA05,2022 Hyundai NEW I20 ASTA 1.2 MT
1512,Honda,Brio S MT,Manual,2014.0,Petrol,1198.0,49345.0,2nd owner,373000,8297.0,True,No,KA03,2014 Honda Brio S MT
1513,Renault,Kwid RXT 1.0 (O),Manual,2020.0,Petrol,999.0,20780.0,2nd owner,432000,8437.0,True,No,KA51,2020 Renault Kwid RXT 1.0 (O)
1514,Honda,WR-V 1.2L I-VTEC VX MT,Manual,2017.0,Petrol,1199.0,57949.0,1st owner,708000,13837.0,True,Yes,KA04,2017 Honda WR-V 1.2L I-VTEC VX MT
1515,Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021.0,Petrol,1997.0,31529.0,1st owner,1374000,26153.0,True,Yes,KA01,2021 Mahindra Thar LX PETROL HT 4WD AT
1516,Hyundai,Creta SX 1.5 PETROL,Manual,2020.0,Petrol,1497.0,74138.0,2nd owner,1187000,22593.0,True,No,KA20,2020 Hyundai Creta SX 1.5 PETROL
1517,Honda,Amaze 1.2L I-VTEC S,Manual,2023.0,Petrol,1199.0,14460.0,1st owner,760000,14858.0,True,No,KA53,2023 Honda Amaze 1.2L I-VTEC S
1518,Maruti,Baleno ZETA PETROL 1.2,Manual,2017.0,Petrol,1197.0,48364.0,1st owner,639000,12486.0,True,No,KA51,2017 Maruti Baleno ZETA PETROL 1.2
1519,Hyundai,Verna 1.6 VTVT SX,Manual,2017.0,Petrol,1591.0,61762.0,2nd owner,722000,14121.0,True,No,KA05,2017 Hyundai Verna 1.6 VTVT SX
1520,Renault,Kwid RXT 1.0 (O),Manual,2021.0,Petrol,999.0,23400.0,1st owner,473000,9248.0,True,No,KA53,2021 Renault Kwid RXT 1.0 (O)
1521,Hyundai,Elite i20 ASTA 1.2 (O),Manual,2017.0,Petrol,1197.0,22405.0,2nd owner,660000,12898.0,True,No,KA05,2017 Hyundai Elite i20 ASTA 1.2 (O)
1522,Hyundai,Creta E PLUS 1.6 PETROL,Manual,2018.0,Petrol,1591.0,34410.0,2nd owner,811000,15437.0,True,No,KA04,2018 Hyundai Creta E PLUS 1.6 PETROL
1523,Maruti,Swift ZXI PLUS,Manual,2021.0,Petrol,1197.0,14698.0,2nd owner,795000,15542.0,True,No,KA51,2021 Maruti Swift ZXI PLUS
1524,Tata,TIGOR XM PETROL,Manual,2017.0,Petrol,1199.0,40095.0,1st owner,498000,9736.0,True,No,KA51,2017 Tata TIGOR XM PETROL
1525,Maruti,Alto K10 VXI AMT,Automatic,2019.0,Petrol,998.0,24638.0,1st owner,414000,8095.0,True,No,KA05,2019 Maruti Alto K10 VXI AMT
1526,Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2022.0,Petrol,1086.0,13969.0,2nd owner,558000,10912.0,True,No,KA51,2022 Hyundai NEW SANTRO SPORTZ AMT
1527,Hyundai,i10 MAGNA 1.1,Manual,2014.0,Petrol,1086.0,50231.0,1st owner,343000,7638.0,True,No,KA02,2014 Hyundai i10 MAGNA 1.1
1528,Hyundai,i20 Active 1.2 SX,Manual,2017.0,Petrol,1197.0,16481.0,2nd owner,651000,12733.0,True,No,KA53,2017 Hyundai i20 Active 1.2 SX
1529,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,2019.0,Petrol,1197.0,26329.0,1st owner,611000,11949.0,True,No,KA05,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT DUAL TONE
1531,KIA,SELTOS HTX 1.5 PETROL,Manual,2021.0,Petrol,1497.0,44031.0,2nd owner,1253000,23850.0,True,No,KA05,2021 KIA SELTOS HTX 1.5 PETROL
1532,Maruti,Baleno ZETA PETROL 1.2,Manual,2016.0,Petrol,1197.0,18951.0,1st owner,604000,11807.0,True,No,KA03,2016 Maruti Baleno ZETA PETROL 1.2
1533,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,2016.0,Petrol,1197.0,48004.0,1st owner,543000,10621.0,True,No,KA51,2016 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT
1534,MG,HECTOR SMART 1.5 DCT PETROL,Automatic,2021.0,Petrol,1451.0,22580.0,1st owner,1487000,28304.0,True,Yes,KA51,2021 MG HECTOR SMART 1.5 DCT PETROL
1535,Maruti,Swift Dzire VXI (O),Manual,2016.0,Petrol,1197.0,85369.0,1st owner,534000,10449.0,True,No,KA50,2016 Maruti Swift Dzire VXI (O)
1536,Hyundai,Grand i10 MAGNA 1.1 CRDI,Manual,2013.0,Diesel,1120.0,101157.0,2nd owner,341000,11324.0,True,No,KA51,2013 Hyundai Grand i10 MAGNA 1.1 CRDI
1537,Honda,City 1.5L I-VTEC S MT,Manual,2013.0,Petrol,1497.0,76062.0,2nd owner,448000,11799.0,True,No,KA01,2013 Honda City 1.5L I-VTEC S MT
1538,Tata,NEXON XZ PLUS (HS) PETROL,Manual,2022.0,Petrol,1199.0,21141.0,1st owner,1037000,19738.0,True,No,KA03,2022 Tata NEXON XZ PLUS (HS) PETROL
1539,Maruti,Ertiga VXI,Manual,2013.0,Petrol,1373.0,83166.0,2nd owner,558000,14701.0,True,Yes,KA51,2013 Maruti Ertiga VXI
1540,Volkswagen,Polo HIGHLINE1.2L,Manual,2013.0,Petrol,1198.0,69208.0,1st owner,451000,11877.0,True,No,KA03,2013 Volkswagen Polo HIGHLINE1.2L
1541,Hyundai,i20 MAGNA (O) 1.2,Manual,2013.0,Petrol,1396.0,78896.0,1st owner,391000,10291.0,True,No,KA05,2013 Hyundai i20 MAGNA (O) 1.2
1542,Maruti,IGNIS DELTA 1.2,Manual,2022.0,Petrol,1197.0,20059.0,2nd owner,647000,12649.0,True,No,KA02,2022 Maruti IGNIS DELTA 1.2
1543,Ford,FREESTYLE TITANIUM 1.2 PETROL,Manual,2020.0,Petrol,1194.0,34396.0,1st owner,634000,12402.0,True,No,KA05,2020 Ford FREESTYLE TITANIUM 1.2 PETROL
1544,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2014.0,Petrol,1197.0,92801.0,2nd owner,379000,8430.0,True,No,KA05,2014 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
1545,Maruti,Alto K10 VXI AMT,Automatic,2016.0,Petrol,998.0,20323.0,2nd owner,345000,6745.0,True,No,KA53,2016 Maruti Alto K10 VXI AMT
1546,Hyundai,Xcent S (O) 1.2,Manual,2015.0,Petrol,1197.0,70091.0,1st owner,424000,8296.0,True,No,KA04,2015 Hyundai Xcent S (O) 1.2
1548,Hyundai,Eon D-LITE+,Manual,2015.0,Petrol,814.0,72183.0,1st owner,281000,5491.0,True,Yes,KA04,2015 Hyundai Eon D-LITE+
1550,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,73474.0,2nd owner,438000,8572.0,True,No,KA03,2015 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
1551,Honda,City 1.5L I-VTEC ZX CVT,Automatic,2022.0,Petrol,1498.0,37952.0,1st owner,1417000,26971.0,True,No,KA06,2022 Honda City 1.5L I-VTEC ZX CVT
1552,Skoda,Rapid AMBITION AT TSI,Automatic,2021.0,Petrol,999.0,36124.0,2nd owner,1030000,19605.0,True,No,KA51,2021 Skoda Rapid AMBITION AT TSI
1553,Maruti,Wagon R 1.0 VXI,Manual,2015.0,Petrol,998.0,65310.0,2nd owner,357000,6979.0,True,No,KA53,2015 Maruti Wagon R 1.0 VXI
1554,Hyundai,VENUE SX 1.0 (O) TURBO IMT,Manual,2021.0,Petrol,998.0,19937.0,2nd owner,1127000,21451.0,True,No,KA04,2021 Hyundai VENUE SX 1.0 (O) TURBO IMT
1555,Renault,Kwid RXT 1.0 (O),Manual,2020.0,Petrol,999.0,14837.0,1st owner,428000,8374.0,True,No,KA41,2020 Renault Kwid RXT 1.0 (O)
1556,Maruti,Swift VDI (O),Manual,2016.0,Diesel,1248.0,72507.0,1st owner,566000,11065.0,True,No,KA53,2016 Maruti Swift VDI (O)
1557,Renault,Kwid CLIMBER 1.0 (O),Manual,2020.0,Petrol,999.0,42325.0,2nd owner,404000,7896.0,True,No,KA01,2020 Renault Kwid CLIMBER 1.0 (O)
1558,Renault,TRIBER RXZ AMT,Automatic,2020.0,Petrol,999.0,17346.0,1st owner,683000,13353.0,True,No,KA50,2020 Renault TRIBER RXZ AMT
1559,Honda,City 1.5L I-VTEC S MT,Manual,2012.0,Petrol,1497.0,92281.0,1st owner,407000,13524.0,True,No,KA35,2012 Honda City 1.5L I-VTEC S MT
1560,Nissan,MAGNITE XV EXECUTIVE TURBO CVT,Automatic,2022.0,Petrol,999.0,16880.0,1st owner,893000,16997.0,True,No,KA03,2022 Nissan MAGNITE XV EXECUTIVE TURBO CVT
1561,Maruti,Swift ZXI PLUS AMT DUAL TONE,Automatic,2021.0,Petrol,1197.0,46325.0,1st owner,841000,16008.0,True,No,KA03,2021 Maruti Swift ZXI PLUS AMT DUAL TONE
1562,Maruti,Alto 800 LXI,Manual,2014.0,Petrol,796.0,76636.0,1st owner,269000,5994.0,True,No,KA05,2014 Maruti Alto 800 LXI
1563,Renault,TRIBER RXZ AMT,Automatic,2022.0,Petrol,999.0,7542.0,1st owner,757000,14799.0,True,No,KA05,2022 Renault TRIBER RXZ AMT
1564,KIA,SELTOS HTX ANNIVERSARY EDITION 1.5 DIESEL,Manual,2020.0,Diesel,1493.0,44705.0,1st owner,1350000,25696.0,True,No,KA01,2020 KIA SELTOS HTX ANNIVERSARY EDITION 1.5 DIESEL
1565,Maruti,S PRESSO VXI+,Manual,2020.0,Petrol,998.0,44412.0,1st owner,423000,8270.0,True,No,KA07,2020 Maruti S PRESSO VXI+
1566,Maruti,Wagon R 1.0 VXI+,Manual,2017.0,Petrol,998.0,73266.0,1st owner,445000,8700.0,True,No,KA14,2017 Maruti Wagon R 1.0 VXI+
1567,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,47394.0,1st owner,478000,9338.0,True,No,KA05,2015 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
1568,Tata,PUNCH CREATIVE IRA 1.2 RTN DUAL TONE,Manual,2021.0,Petrol,1199.0,22283.0,1st owner,865000,16464.0,True,No,KA03,2021 Tata PUNCH CREATIVE IRA 1.2 RTN DUAL TONE
1569,Hyundai,Eon MAGNA +,Manual,2013.0,Petrol,814.0,83065.0,1st owner,257000,6762.0,True,No,KA51,2013 Hyundai Eon MAGNA +
1570,Hyundai,Elite i20 ASTA 1.2 (O),Manual,2018.0,Petrol,1197.0,35676.0,2nd owner,717000,14017.0,True,No,KA05,2018 Hyundai Elite i20 ASTA 1.2 (O)
1571,Honda,Amaze 1.2L I-VTEC V CVT,Automatic,2019.0,Petrol,1498.0,67534.0,1st owner,705000,13791.0,True,No,KA04,2019 Honda Amaze 1.2L I-VTEC V CVT
1572,Honda,Jazz 1.2L I-VTEC V AT,Automatic,2017.0,Petrol,1199.0,82006.0,2nd owner,576000,11261.0,True,No,KA01,2017 Honda Jazz 1.2L I-VTEC V AT
1573,Honda,Jazz 1.2L I-VTEC VX,Manual,2022.0,Petrol,1199.0,11651.0,1st owner,885000,16845.0,True,No,KA03,2022 Honda Jazz 1.2L I-VTEC VX
1574,Renault,Duster 110 PS RXL ADVENTURE,Manual,2014.0,Diesel,1461.0,62481.0,1st owner,620000,16331.0,True,Yes,KA53,2014 Renault Duster 110 PS RXL ADVENTURE
1575,Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2019.0,Petrol,1086.0,27398.0,1st owner,527000,10302.0,True,No,KA04,2019 Hyundai NEW SANTRO SPORTZ AMT
1576,Mahindra,XUV500 W9 AT,Automatic,2021.0,Diesel,2179.0,38700.0,1st owner,1631000,31045.0,True,Yes,KA51,2021 Mahindra XUV500 W9 AT
1577,Ford,FREESTYLE TITANIUM PLUS 1.2 PETROL,Manual,2018.0,Petrol,1194.0,60618.0,1st owner,561000,10968.0,True,No,KA01,2018 Ford FREESTYLE TITANIUM PLUS 1.2 PETROL
1578,Skoda,Rapid AMBITION 1.6 MPI MT,Manual,2017.0,Petrol,1598.0,24847.0,1st owner,719000,14057.0,True,No,KA03,2017 Skoda Rapid AMBITION 1.6 MPI MT
1579,Mahindra,Kuv100 K8 D 6 STR,Manual,2016.0,Diesel,1198.0,55202.0,2nd owner,412000,8063.0,True,No,KA04,2016 Mahindra Kuv100 K8 D 6 STR
1580,Honda,Amaze 1.2L I-VTEC VX,Manual,2018.0,Petrol,1199.0,95562.0,2nd owner,572000,11191.0,True,No,KA05,2018 Honda Amaze 1.2L I-VTEC VX
1581,Skoda,Rapid AMBITION 1.6 MPI MT,Manual,2017.0,Petrol,1598.0,24305.0,1st owner,719000,14066.0,True,No,KA04,2017 Skoda Rapid AMBITION 1.6 MPI MT
1584,Tata,ALTROZ XZA PLUS,Automatic,2022.0,Petrol,1199.0,16221.0,1st owner,902000,17169.0,True,No,KA03,2022 Tata ALTROZ XZA PLUS
1585,Maruti,IGNIS ZETA 1.2 AMT,Automatic,2017.0,Petrol,1197.0,51952.0,2nd owner,505000,9880.0,True,No,KA03,2017 Maruti IGNIS ZETA 1.2 AMT
1587,Hyundai,VENUE SX 1.0 (O) TURBO,Manual,2019.0,Petrol,998.0,34996.0,1st owner,925000,17607.0,True,Yes,KA51,2019 Hyundai VENUE SX 1.0 (O) TURBO
1588,Maruti,Swift VXI,Manual,2012.0,Petrol,1197.0,64557.0,1st owner,389000,12920.0,True,No,KA41,2012 Maruti Swift VXI
1589,Maruti,Ritz VXI,Manual,2013.0,Petrol,1197.0,75497.0,2nd owner,354000,9322.0,True,No,KA05,2013 Maruti Ritz VXI
1590,KIA,CARENS PREMIUM 1.4 PETROL 7 STR,Manual,2022.0,Petrol,1353.0,41209.0,1st owner,1041000,19814.0,True,Yes,KA63,2022 KIA CARENS PREMIUM 1.4 PETROL 7 STR
1591,KIA,SONET X LINE 1.0 DCT,Automatic,2023.0,Petrol,998.0,5703.0,1st owner,1338000,25468.0,True,No,KA03,2023 KIA SONET X LINE 1.0 DCT
1592,Renault,Kwid RXT 1.0,Manual,2017.0,Petrol,999.0,21138.0,2nd owner,341000,6666.0,True,No,KA03,2017 Renault Kwid RXT 1.0
1593,Mahindra,XUV300 W6 1.2 PETROL,Manual,2022.0,Petrol,1197.0,45399.0,1st owner,897000,17074.0,True,Yes,KA03,2022 Mahindra XUV300 W6 1.2 PETROL
1594,Maruti,Baleno DELTA PETROL 1.2,Manual,2016.0,Petrol,1197.0,72633.0,1st owner,563000,11013.0,True,No,KA53,2016 Maruti Baleno DELTA PETROL 1.2
1595,Honda,City 1.5L I-VTEC V AT,Automatic,2012.0,Petrol,1497.0,110307.0,1st owner,372000,12356.0,True,No,KA05,2012 Honda City 1.5L I-VTEC V AT
1596,Honda,City 1.5L I-VTEC VX CVT,Automatic,2017.0,Petrol,1497.0,70058.0,2nd owner,803000,15284.0,True,No,KA04,2017 Honda City 1.5L I-VTEC VX CVT
1597,Honda,Jazz 1.2L I-VTEC V,Manual,2019.0,Petrol,1199.0,20269.0,1st owner,611000,11945.0,True,No,KA14,2019 Honda Jazz 1.2L I-VTEC V
1598,Tata,Tiago XZA PETROL,Automatic,2017.0,Petrol,1199.0,57920.0,1st owner,461000,9013.0,True,No,KA04,2017 Tata Tiago XZA PETROL
1599,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2013.0,Petrol,1197.0,98732.0,2nd owner,339000,8929.0,True,No,KA05,2013 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
1600,Maruti,Swift Dzire ZXI,Manual,2016.0,Petrol,1197.0,86301.0,2nd owner,534000,10440.0,True,No,KA41,2016 Maruti Swift Dzire ZXI
1601,Hyundai,Elite i20 SPORTZ PLUS 1.2,Manual,2019.0,Petrol,1197.0,62484.0,2nd owner,653000,12759.0,True,No,KA19,2019 Hyundai Elite i20 SPORTZ PLUS 1.2
1602,Hyundai,Elite i20 SPORTZ PLUS 1.2,Manual,2019.0,Petrol,1197.0,51792.0,2nd owner,669000,13079.0,True,No,KA04,2019 Hyundai Elite i20 SPORTZ PLUS 1.2
